Mass-to-Charge-State Ratio (Da),Uncorrected Count,Corrected Count,Background Estimate
536.6,0.0,-1.1353741866498408,1.1353942883153365
536.62,0.0,-1.135353034452531,1.1353731286674462
536.64,0.0,-1.135331882255221,1.1353519764701367
536.66,0.0,-1.1353107226073307,1.1353308242728266
536.6800000000001,0.0,-1.1352895666847307,1.135309664624936
536.7,0.0,-1.1352684182127106,1.1352885087023363
536.72,0.0,-1.1352472585648201,1.1352673602303163
536.74,0.0,-1.1352261138180906,1.1352462043077158
536.76,0.0,-1.1352049616207807,1.1352250558356962
536.78,0.0,-1.1351838131487608,1.135203903638386
536.8,0.0,-1.1351626684020313,1.1351827551663662
536.82,0.0,-1.1351415236553013,1.135161610419637
536.84,0.0,-1.1351203751832812,1.135140465672907
536.86,0.0,-1.135099234161842,1.135119320926177
536.88,0.0,-1.1350780931404023,1.1350981761794474
536.9,0.0,-1.1350569521189624,1.1350770351580077
536.92,0.0,-1.135035811097523,1.1350558941365678
536.94,0.0,-1.1350146700760833,1.1350347568404187
536.96,0.0,-1.1349935327799336,1.1350136120936887
536.98,0.0,-1.1349723992090746,1.1349924747975393
537.0,0.0,-1.1349512619129247,1.13497134122668
537.02,0.0,-1.1349301283420656,1.1349502076558204
537.04,0.0,-1.134908994771206,1.134929070359671
537.0600000000001,0.0,-1.1348878612003466,1.1349079367888115
537.08,0.0,-1.1348667350800679,1.1348868069432423
537.1,0.0,-1.134845601509208,1.134865677097673
537.12,0.0,-1.1348244753889292,1.1348445472521038
537.14,0.0,-1.13480334926865,1.1348234174065348
537.16,0.0,-1.1347822231483706,1.1348022950115455
537.1800000000001,0.0,-1.134761100753382,1.1347811651659765
537.2,0.0,-1.1347399746331026,1.1347600464962775
537.22,0.0,-1.1347188522381138,1.134738916650708
537.24,0.0,-1.1346977298431247,1.1347177979810095
537.26,0.0,-1.1346766111734257,1.13469667186073
537.28,0.0,-1.1346554925037269,1.1346755569163214
537.3,0.0,-1.1346343738340279,1.1346544345213323
537.32,0.0,-1.1346132588896194,1.1346333195769236
537.34,0.0,-1.1345921402199202,1.1346122009072248
537.36,0.0,-1.1345710327260918,1.1345910859628159
537.38,0.0,-1.1345499177816831,1.1345699784689876
537.4,0.0,-1.1345287991119841,1.1345488597992883
537.42,0.0,-1.1345076916181556,1.1345277448548796
537.44,0.0,-1.1344865766737466,1.134506633635761
537.46,0.0,-1.1344654803557888,1.1344855224166424
537.48,0.0,-1.13444437286196,1.1344644260986843
537.5,0.0,-1.1344232616428416,1.1344433186048557
537.52,0.0,-1.1344021578743029,1.134422203660447
537.54,0.0,-1.1343810541057646,1.1344011036171984
537.5600000000001,0.0,-1.1343599577878063,1.1343799998486603
537.58,0.0,-1.1343388540192683,1.1343589035307018
537.6,0.0,-1.1343177502507296,1.1343377960368737
537.62,0.0,-1.1342966539327715,1.134316695993625
537.64,0.0,-1.1342755576148131,1.134295599675667
537.66,0.0,-1.134254461296855,1.1342745033577086
537.6800000000001,0.0,-1.134233364978897,1.134253407039751
537.7,0.0,-1.1342122723862291,1.1342323107217924
537.72,0.0,-1.1341911760682708,1.1342112144038345
537.74,0.0,-1.1341700834756028,1.1341901218111663
537.76,0.0,-1.1341489946082246,1.1341690292184985
537.78,0.0,-1.1341279057408469,1.1341479403511203
537.8,0.0,-1.1341068168734687,1.1341268514837426
537.82,0.0,-1.134085731731381,1.1341057626163644
537.84,0.0,-1.1340646465892934,1.1340846774742768
537.86,0.0,-1.1340435614472055,1.1340635923321887
537.88,0.0,-1.134022480030408,1.1340425071901012
537.9,0.0,-1.13400139488832,1.1340214257733034
537.92,0.0,-1.1339803134715223,1.1340003406312158
537.94,0.0,-1.1339592357800148,1.1339792592144178
537.96,0.0,-1.133938158088507,1.1339581815229105
537.98,0.0,-1.1339170729464194,1.1339371038314026
538.0,0.0,-1.1338959989802018,1.133916022414605
538.02,0.0,-1.1338749250139846,1.1338949447230975
538.04,0.0,-1.133853851047767,1.13387387075688
538.0600000000001,0.0,-1.1338327770815495,1.1338527967906626
538.08,0.0,-1.1338117105659125,1.1338317228244452
538.1,0.0,-1.133790636599695,1.1338106563088082
538.12,0.0,-1.1337695663587677,1.1337895860678806
538.14,0.0,-1.1337484998431302,1.1337685121016634
538.16,0.0,-1.1337274370527837,1.1337474455860261
538.1800000000001,0.0,-1.133706366811856,1.133726382795679
538.2,0.0,-1.1336853002962188,1.133705316280042
538.22,0.0,-1.1336642412311617,1.1336842460391146
538.24,0.0,-1.133643178440815,1.1336631869740577
538.26,0.0,-1.1336221119251777,1.1336421241837105
538.28,0.0,-1.1336010565854107,1.1336210613933635
538.3,0.0,-1.133579997520354,1.1336000023283064
538.32,0.0,-1.1335589384552969,1.1335789469885396
538.34,0.0,-1.13353788311553,1.1335578841981924
538.36,0.0,-1.1335168277757632,1.1335368288584258
538.38,0.0,-1.1334957761612865,1.133515777243949
538.4,0.0,-1.13347472082152,1.133494721904182
538.42,0.0,-1.1334536692070427,1.1334736702897052
538.44,0.0,-1.133432621317856,1.1334526149499384
538.46,0.0,-1.1334115622527996,1.133431567060752
538.48,0.0,-1.133390521814193,1.1334105117209854
538.5,0.0,-1.1333694664744263,1.1333894675570886
538.52,0.0,-1.1333484334864001,1.133368415942612
538.54,0.0,-1.1333273818719236,1.1333473829545861
538.5600000000001,0.0,-1.1333063414333173,1.133326327614819
538.58,0.0,-1.1332852972694205,1.133305290901503
538.6,0.0,-1.1332642568308142,1.1332842430123162
538.62,0.0,-1.1332432201174982,1.133263206299
538.64,0.0,-1.1332221759536016,1.1332421658603937
